SYNERGY	COMBINATION_ID	CELL_LINE	COMPOUND_A	COMPOUND_B	Target_A	Target_B	MAX_CONC_A	MAX_CONC_B	IC50_A	H_A	Einf_A	IC50_B	H_B	Einf_B	Avg_HBA	Var_HBA	Avg_cLogP	Var_cLogP	Avg_HBD	Var_HBD	Avg_Lipinski	Var_Lipinski	Avg_MW	Var_MW	PPI_Dis	Overlap_Neighbor	Overlap_CGN	Overlap_CM	Overlap_bp	Overlap_mf	Overlap_cc	Overlap_onco	Avg_exp	Var_exp	PPI_Dis_cnv	Overlap_Neighbor_cnv	Overlap_CGN_cnv	Overlap_CM_cnv	Overlap_bp_cnv	Overlap_mf_cnv	Overlap_cc_cnv	Overlap_onco_cnv	PPI_Dis_lof	Overlap_Neighbor_lof	Overlap_CGN_lof	Overlap_CM_lof	Overlap_bp_lof	Overlap_mf_lof	Overlap_cc_lof	Overlap_onco_lof	Target_lof
3.335391	ADAM17.BCL2_BCL2L1	DU-4475	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	0.008056722	10	0.07495373	37.43606425	1.3723419	30.85452463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.27377995800806	0.561413545226193	1.83333333333333	0.608	0.0555555555555556	0.142857142857143	0.494949494949495	0.444444444444444	0.461538461538462	0.391304347826087	1.8	0.72156862745098	0.0555555555555556	0.181818181818182	0.614173228346457	0.6875	0.645833333333333	0.391304347826087	0
-1.784113	ADAM17.BCL2_BCL2L1	HCC1395	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	1	0.1410164	86.38158091	75	10	94.60023707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.17266703869896	1.04713732287511	2	0.356275303643725	NA	0.46875	0.6953125	0.6875	0.411764705882353	0.25	1.91666666666667	0.425925925925926	NA	0.527777777777778	0.735714285714286	0.8	0.58695652173913	0.363636363636364	0
2.537269	ADAM17.BCL2_BCL2L1	HCC1806	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	1	0	100	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.500164537603	1.10893291086156	2	0.356275303643725	NA	0.46875	0.6953125	0.6875	0.411764705882353	0.25	1.5	0.780612244897959	0.0540540540540541	0.680851063829787	0.822485207100592	0.916666666666667	0.513513513513513	0.285714285714286	0
-12.64301	ADAM17.BCL2_BCL2L1	HCC70	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	1	0	100	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.15036570997796	0.732246145190171	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	2.33333333333333	0.0514285714285714	0.238095238095238	0	0.579439252336449	0.642857142857143	0.111111111111111	0.117647058823529	0
-2.891425	ADAM17.BCL2_BCL2L1	MDA-MB-157	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	0.333916014	0.6913991	76.91744732	0.0075	4.2347996	90.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.09090075736769	0.850547527920315	2	0.251162790697674	0.0277777777777778	0.142857142857143	0.483870967741935	0.863636363636364	0.674418604651163	0	1.75	0.785223367697594	0.522727272727273	0.567567567567568	0.890756302521008	0.976190476190476	0.777777777777778	0.176470588235294	0
-0.9071024	ADAM17.BCL2_BCL2L1	MDA-MB-231	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	0.715984947	0.8847617	38.57026538	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.52502729397982	1.10977286011869	2	0.356275303643725	NA	0.46875	0.6953125	0.6875	0.411764705882353	0.25	2.05	0.604651162790698	0.645833333333333	0.552631578947368	0.886274509803922	0.761904761904762	0.571428571428571	0.391304347826087	0
-1.782822	ADAM17.BCL2_BCL2L1	MDA-MB-436	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	1	10	76.00006623	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.62877692793369	1.46521817664604	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	1.58333333333333	0.851533742331288	0.0540540540540541	0.571428571428571	0.766423357664234	0.916666666666667	0.560975609756098	0.210526315789474	0
-8.476032	ADAM17.BCL2_BCL2L1	MDA-MB-468	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	1	0.505492	25.21283178	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.47368340375687	0.999924689701167	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	1.91666666666667	0.578804347826087	NA	0.514285714285714	0.438775510204082	0.8	0.178571428571429	0.25	0
-11.2459	ADAM17.BCL2_BCL2L1	MFM-223	ADAM17	BCL2,BCL2L1	ADAM17	BCL2,BCL2L1	1	75	0.351511036	10	61.79889402	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	4.36678717791857	0.92396383032389	2.5	0.00598802395209581	NA	0	0	NA	0.0740740740740741	0	2.16666666666667	0.0782122905027933	NA	0.32	0.138461538461538	0.6	0.296296296296296	0.333333333333333	0
-11.91837	ADAM17.FGFR	BT-549	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.055009017	0.4464461	54.09263958	0.0075	0.1	83.55205894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.79194231465461	1.21006091274746	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	2	0.037344398340249	1	0	0.885714285714286	0.473684210526316	0.9	0.125	0
14.43257	ADAM17.FGFR	HCC1143	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	1	0	100	0.0075	0.1	92.4045839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.83880889808725	1.99345271317109	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	2.2	0.496629213483146	NA	0	0.44	0.166666666666667	0.964285714285714	0.1875	0
3.629126	ADAM17.FGFR	HCC1395	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.013427301	1.5466845	47.80606311	75	10	94.0002773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.71945130620209	0.794788954591672	2	0.275862068965517	NA	0.254237288135593	0.881188118811881	0.523809523809524	0.952380952380952	0.25	1.93333333333333	0.337243401759531	NA	0.301587301587302	0.895652173913044	0.666666666666667	0.970588235294118	0.347826086956522	0
13.61246	ADAM17.FGFR	HCC1937	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.038940144	0.1	94.04001436	75	0.3084867	89.76930453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	5.02304810389499	1.3454071030067	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	1.875	0.653333333333333	1	0.315789473684211	0.895238095238095	0.696969696969697	0.961538461538462	0.0625	0
3.676564	ADAM17.FGFR	HCC38	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.023901169	3.7962899	85.60681542	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.54402591971241	0.114571737210394	2	0.275862068965517	NA	0.254237288135593	0.881188118811881	0.523809523809524	0.952380952380952	0.25	2	0.275862068965517	NA	0.254237288135593	0.881188118811881	0.523809523809524	0.952380952380952	0.25	0
17.46127	ADAM17.FGFR	MDA-MB-157	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.027859574	1.8030787	33.76023053	4.23547316	0.6425969	92.78937105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	5.30129940881663	1.56375863584505	2	0.190140845070423	1	0.0588235294117647	0.818181818181818	0.678571428571429	0.966666666666667	0	1.83333333333333	0.690332326283988	1	0.35	0.986046511627907	0.82	0.976744186046512	0.166666666666667	0
-7.882297	ADAM17.FGFR	MDA-MB-231	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	1	0	100	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.07023786974034	0.806673919771086	2	0.275862068965517	NA	0.254237288135593	0.881188118811881	0.523809523809524	0.952380952380952	0.25	1.95833333333333	0.510964912280702	1	0.323076923076923	0.991228070175439	0.615384615384615	0.966666666666667	0.375	0
-18.15411	ADAM17.FGFR	MDA-MB-436	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	1	3.0097488	82.01368751	2.089503643	2.383122	94.16472965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.54646084914889	1.15843675850152	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	1.73333333333333	0.786848072562358	1	0.344827586206897	0.929203539823009	0.767441860465116	0.966666666666667	0.210526315789474	0
-31.0305	ADAM17.FGFR	MDA-MB-453	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	0.235456711	10	29.2715289	16.44653795	10	93.55403117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	3.93134240107367	0.520814688558611	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	1.75	0.314024390243902	NA	0.305084745762712	0.621621621621622	0.0909090909090909	0.947368421052632	0.0625	0
-30.44405	ADAM17.FGFR	MDA-MB-468	ADAM17	FGFR1,FGFR2,FGFR3	ADAM17	FGFR1,FGFR2,FGFR3	1	75	1e-04	0.1	88.92630966	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	4.36698927355512	0.827422477692669	2.33333333333333	0.00425531914893617	NA	0	0	NA	0.888888888888889	0	1.86666666666667	0.507109004739337	NA	0.310344827586207	0.877551020408163	0.75	0.916666666666667	0.277777777777778	0
-0.1462845	ADAM17.MAP2K_1	BT-549	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	1	0.9814525	81.02429198	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.6866106447559	1.64793432639055	2	0.00917431192660551	NA	0	0	NA	NA	0	2.16666666666667	0.0769230769230769	0.416666666666667	0	0.925373134328358	0.642857142857143	0.111111111111111	0.4	0
-9.994246	ADAM17.MAP2K_1	CAL-148	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.011726036	2.1293813	92.37127575	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.45640475612425	1.68177750254087	2	0.00917431192660551	NA	0	0	NA	NA	0	2.4	0.359281437125749	0.688888888888889	0.928571428571429	0.933333333333333	0.666666666666667	0.619047619047619	0.571428571428571	0
-1.800398	ADAM17.MAP2K_1	CAMA-1	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	1	0	100	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.66228505193345	1.93628827369164	2	0.00917431192660551	NA	0	0	NA	NA	0	2.16666666666667	0.0769230769230769	0.416666666666667	0	0.925373134328358	0.642857142857143	0.111111111111111	0.4	0
13.91472	ADAM17.MAP2K_1	DU-4475	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.020731106	2.0999805	0	34.79576036	0.5542895	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.78093698628416	1.90438785788894	1.75	0.708074534161491	0.125	0.6	0.907407407407407	0.444444444444444	0.666666666666667	0.75	1.75	0.79826464208243	0.125	0.666666666666667	0.939759036144578	0.6875	0.885714285714286	0.75	0
16.41538	ADAM17.MAP2K_1	HCC1143	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.043476892	1.4064031	67.02537454	0.737686901	10	89.09999872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	7.00151133278461	1.80110919433543	2	0.00917431192660551	NA	0	0	NA	NA	0	2.08333333333333	0.683076923076923	NA	0	0.647058823529412	0.285714285714286	0.851851851851852	0.6	0
-15.21563	ADAM17.MAP2K_1	HCC1187	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.2216958	0.4144753	21.95251432	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.37101731916816	1.4886786740707	2	0.00917431192660551	NA	0	0	NA	NA	0	2.16666666666667	0.0689655172413793	NA	0	0.454545454545455	NA	0.111111111111111	0.25	0
5.722309	ADAM17.MAP2K_1	HCC1395	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.076732378	0.7601594	76.19423244	75	0.4515384	86.36457426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.97101676722785	1.48193602524999	1.83333333333333	0.458333333333333	NA	0.882352941176471	0.946808510638298	0.6875	0.6	0.625	1.83333333333333	0.527522935779816	NA	0.904761904761905	0.962616822429907	0.8	0.757575757575758	0.727272727272727	0
11.9905	ADAM17.MAP2K_1	HCC1937	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.025349307	1.5962705	85.57410212	75	0.2035039	88.7905746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	7.22933237973956	2.29668986556048	2	0.00917431192660551	NA	0	0	NA	NA	0	1.66666666666667	0.811594202898551	0.125	0.9	0.959183673469388	0.821428571428571	0.68	0.25	0
5.742608	ADAM17.MAP2K_1	HCC38	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	1	0	100	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.72157225293156	1.87434491866473	1.83333333333333	0.458333333333333	NA	0.882352941176471	0.946808510638298	0.6875	0.6	0.625	1.83333333333333	0.458333333333333	NA	0.882352941176471	0.946808510638298	0.6875	0.6	0.625	0
0.01351545	ADAM17.MAP2K_1	MDA-MB-436	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	0.225686973	0.5339835	43.78283732	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	7.61380116391196	1.51841820497858	2	0.00917431192660551	NA	0	0	NA	NA	0	1.66666666666667	0.898963730569948	0.125	0.909090909090909	0.963302752293578	0.868421052631579	0.724137931034483	0.571428571428571	0
-41.87792	ADAM17.MAP2K_1	MDA-MB-453	ADAM17	MAP2K1,MAP2K2	ADAM17	MAP2K1,MAP2K2	1	75	1	0	100	0.0075	0.1	94.51706033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.00917431192660551	NA	0	0	NA	NA	0	6.8042867149295	2.2558092665092	2	0.00917431192660551	NA	0	0	NA	NA	0	1.66666666666667	0.5	NA	0.9	0.793103448275862	0.166666666666667	0.777777777777778	0.25	0
18.30981	ADAM17.MTOR_1	BT-20	ADAM17	MTOR	ADAM17	MTOR	1	75	0.605687563	1.2654588	0	75	0.8477869	68.22682053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	4.98804850424142	0.274994499118317	3	0	NA	NA	0	NA	0.111111111111111	NA	2.75	0.024390243902439	0.931034482758621	0.666666666666667	0.166666666666667	NA	0.111111111111111	0.333333333333333	0
-10.6617	ADAM17.MTOR_1	CAMA-1	ADAM17	MTOR	ADAM17	MTOR	1	75	0.485716842	1.5216843	4.35688537	0.0075	0.1	88.88012885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	4.64841417491198	0.313394055016462	3	0	NA	NA	0	NA	0.111111111111111	NA	2	0.170212765957447	0.833333333333333	NA	0.898550724637681	0.818181818181818	0.222222222222222	0.5	0
28.03853	ADAM17.MTOR_1	DU-4475	ADAM17	MTOR	ADAM17	MTOR	1	75	0.204543966	2.5341734	21.5668768	39.48870844	0.843183	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	4.81729466266844	0.272221187768305	1.88888888888889	0.857142857142857	0.5	0.75	0.875	0.666666666666667	0.68	0.818181818181818	1.8125	0.910891089108911	0.5	0.8	0.928571428571429	0.846153846153846	0.885714285714286	0.818181818181818	0
-5.601741	ADAM17.MTOR_1	HCC1187	ADAM17	MTOR	ADAM17	MTOR	1	75	0.266598382	10	13.5989091	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	4.89590380079344	0.34088343455019	3	0	NA	NA	0	NA	0.111111111111111	NA	2.25	0.148936170212766	NA	NA	0.333333333333333	NA	0.2	0.333333333333333	0
3.001454	ADAM17.MTOR_1	HCC1395	ADAM17	MTOR	ADAM17	MTOR	1	75	0.696868982	0.7587955	0	47.61171748	0.1	76.01912514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	5.47410562346193	0.205151894052363	2.25	0.68503937007874	NA	0.9375	0.967391304347826	0.846153846153846	0.65	0.714285714285714	2.11111111111111	0.74025974025974	NA	0.95	0.971698113207547	0.909090909090909	0.787878787878788	0.8	0
5.565547	ADAM17.MTOR_1	HCC1428	ADAM17	MTOR	ADAM17	MTOR	1	75	0.325342324	10	50.59933862	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	4.78544880595719	0.553154157387822	3	0	NA	NA	0	NA	0.111111111111111	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	0
48.54537	ADAM17.MTOR_1	HCC1806	ADAM17	MTOR	ADAM17	MTOR	1	75	0.347728705	1.2629858	0	1	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	0	NA	0.111111111111111	NA	5.1959526889769	0.109535156358197	2.25	0.68503937007874	NA	0.9375	0.967391304347826	0.846153846153846	0.65	0.714285714285714	1.66666666666667	0.931034482758621	0.5	0.96969696969697	0.985815602836879	0.942857142857143	0.72	0.75	0
